Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-06-10,BHARTIARTL,EQ,407.95,409.8,418.55,408.1,414.8,415.05,414.97,3421211,141969971265000.0,65923,2357076,0.6890000000000001
2015-06-11,BHARTIARTL,EQ,415.05,417.1,417.7,409.1,413.0,410.55,412.0,3095236,127522486450000.0,66418,1949078,0.6297
2015-06-12,BHARTIARTL,EQ,410.55,411.1,421.35,407.55,415.45,414.8,413.06,2279478,94157075645000.0,65164,1257620,0.5517000000000001
2015-06-15,BHARTIARTL,EQ,414.8,417.8,418.4,411.6,413.0,413.65,414.43,2347669,97293911705000.0,30074,1440542,0.6136
2015-06-16,BHARTIARTL,EQ,413.65,413.05,415.3,409.15,414.4,414.3,413.51,3862175,159704226585000.0,34056,3021194,0.7823000000000001
2015-06-17,BHARTIARTL,EQ,414.3,415.6,424.5,414.75,421.0,422.3,421.6,4384363,184845628560000.0,54567,3093923,0.7057
2015-06-18,BHARTIARTL,EQ,422.3,418.1,433.45,413.9,425.45,426.45,426.53,6193856,264184769435000.0,81261,3477069,0.5614
2015-06-19,BHARTIARTL,EQ,426.45,426.5,437.3,426.5,432.55,434.0,432.62,3377381,146111192025000.0,56650,1784117,0.5283
2015-06-22,BHARTIARTL,EQ,434.0,434.9,436.0,423.5,423.95,424.5,426.98,3727397,159150776760000.0,68115,2217220,0.5948
2015-06-23,BHARTIARTL,EQ,424.5,428.95,434.2,428.3,431.05,430.3,430.88,5237774,225683324475000.0,78612,3621956,0.6915000000000001
2015-06-24,BHARTIARTL,EQ,430.3,429.0,431.4,423.35,426.5,424.95,426.01,2581489,109972787075000.0,55945,1761144,0.6822
2015-06-25,BHARTIARTL,EQ,424.95,425.5,429.5,422.5,427.0,426.7,426.43,3941835,168090404690000.0,60863,2588276,0.6566
2015-06-26,BHARTIARTL,EQ,426.7,426.4,428.45,417.25,417.55,417.95,420.06,2364501,99324239195000.0,51823,1338371,0.5660000000000001
2015-06-29,BHARTIARTL,EQ,417.95,413.05,416.0,406.0,412.9,413.9,412.56,2879169,118781614150000.0,60426,1646808,0.5720000000000001
2015-06-30,BHARTIARTL,EQ,413.9,417.55,422.0,414.0,420.15,420.05,419.54,4699479,197161742870000.0,47512,2475841,0.5268
2015-07-01,BHARTIARTL,EQ,420.05,423.7,428.45,420.3,424.95,424.45,425.05,2831825,120367435190000.02,66711,1557107,0.5499
2015-07-02,BHARTIARTL,EQ,424.45,428.0,438.15,425.5,431.85,433.15,432.16,4484423,193800978450000.0,89252,2350132,0.5241
2015-07-03,BHARTIARTL,EQ,433.15,433.95,437.8,432.5,434.15,435.1,435.14,3583173,155919750740000.0,62922,2199071,0.6137
2015-07-06,BHARTIARTL,EQ,435.1,430.5,438.2,429.75,433.0,433.1,433.3,2008978,87049291835000.0,29031,975485,0.48560000000000003
2015-07-07,BHARTIARTL,EQ,433.1,433.0,436.1,430.65,431.3,431.85,433.54,1181630,51228895520000.0,32440,564223,0.47750000000000004
2015-07-08,BHARTIARTL,EQ,431.85,428.9,433.0,423.2,429.65,430.3,427.67,2783268,119031880300000.0,75574,1556209,0.5590999999999999
2015-07-09,BHARTIARTL,EQ,430.3,432.35,442.9,430.3,433.0,433.9,437.98,5622296,246246248869999.97,122790,3501040,0.6227
2015-07-10,BHARTIARTL,EQ,433.9,436.0,436.0,417.65,418.8,419.3,421.84,5160538,217690111875000.0,83188,3242490,0.6283
2015-07-13,BHARTIARTL,EQ,419.3,422.0,426.9,419.55,423.1,423.7,423.99,2497585,105895888250000.0,40974,1224582,0.4903
2015-07-14,BHARTIARTL,EQ,423.7,423.7,425.5,421.0,421.0,422.3,423.5,1381107,58489917025000.0,32800,784542,0.5681
2015-07-15,BHARTIARTL,EQ,422.3,422.0,426.8,420.55,422.8,422.95,422.95,2151544,91000441690000.0,37167,1461770,0.6794
2015-07-16,BHARTIARTL,EQ,422.95,425.4,426.4,419.4,423.95,424.65,423.94,2115917,89703053515000.0,69843,1408469,0.6657
2015-07-17,BHARTIARTL,EQ,424.65,425.0,430.0,422.15,425.2,425.85,427.42,3097095,132376381270000.0,63756,2006538,0.6479
2015-07-20,BHARTIARTL,EQ,425.85,425.1,432.5,425.1,428.65,429.45,430.41,2043087,87935985815000.0,37839,1137342,0.5567000000000001
2015-07-21,BHARTIARTL,EQ,429.45,440.0,452.45,433.9,445.0,445.25,446.39,6000291,267848260535000.0,92333,2905150,0.4842
2015-07-22,BHARTIARTL,EQ,445.25,442.5,448.75,437.85,439.75,439.4,441.55,2816791,124375279530000.0,53061,1521272,0.5401
2015-07-23,BHARTIARTL,EQ,439.4,441.0,441.15,430.8,432.4,432.9,433.85,2361270,102442723835000.0,62452,1601510,0.6781999999999999
2015-07-24,BHARTIARTL,EQ,432.9,433.45,438.9,430.15,432.95,433.9,435.63,1943504,84664684765000.0,38713,1175259,0.6047
2015-07-27,BHARTIARTL,EQ,433.9,432.0,433.8,416.5,418.2,417.95,423.1,2312492,97840999795000.0,80258,1231488,0.5325
2015-07-28,BHARTIARTL,EQ,417.95,419.0,425.0,409.1,410.95,410.0,413.94,3186387,131897798850000.0,86205,2198107,0.6898000000000001
2015-07-29,BHARTIARTL,EQ,410.0,411.0,419.95,404.1,417.0,417.65,412.08,3456157,142422947680000.0,40598,2395595,0.6931
2015-07-30,BHARTIARTL,EQ,417.65,417.65,425.95,412.6,416.65,416.95,419.39,3286614,137836177440000.02,38796,1846044,0.5617
2015-07-31,BHARTIARTL,EQ,416.95,418.75,426.15,414.0,419.4,418.8,419.99,2904605,121989231130000.0,49794,1965348,0.6766
2015-08-03,BHARTIARTL,EQ,418.8,420.0,423.0,417.45,419.2,418.9,420.35,1394032,58598526790000.0,28337,718277,0.5153
2015-08-04,BHARTIARTL,EQ,418.9,422.8,426.0,409.2,412.85,413.25,418.3,4611673,192905402945000.0,74753,2129027,0.4617
2015-08-05,BHARTIARTL,EQ,413.25,426.0,427.7,415.75,417.05,417.55,421.49,5522516,232766965230000.03,87870,1733912,0.314
2015-08-06,BHARTIARTL,EQ,417.55,419.95,422.0,414.0,415.0,415.0,417.29,3624150,151232974255000.0,80737,1863152,0.5141
2015-08-07,BHARTIARTL,EQ,415.0,416.0,417.0,410.1,412.8,411.6,412.13,3736249,153983019705000.0,72577,2434098,0.6515000000000001
2015-08-10,BHARTIARTL,EQ,411.6,412.7,415.45,408.5,409.4,410.2,411.73,2683088,110471567075000.0,51256,1842781,0.6868000000000001
2015-08-11,BHARTIARTL,EQ,410.2,411.0,412.0,402.75,405.4,404.85,406.44,2893339,117598027834999.98,47169,1845921,0.638
2015-08-12,BHARTIARTL,EQ,404.85,404.0,405.7,391.3,399.3,398.7,395.79,3745404,148238021895000.0,70682,2351562,0.6279
2015-08-13,BHARTIARTL,EQ,398.7,405.0,414.75,377.15,387.25,384.8,398.34,7094136,282589685955000.0,83196,3322870,0.46840000000000004
2015-08-14,BHARTIARTL,EQ,384.8,390.0,396.8,383.3,396.5,395.1,390.63,3255737,127177307109999.98,45204,1541897,0.4736
2015-08-17,BHARTIARTL,EQ,395.1,396.0,398.65,386.25,391.4,390.2,391.84,1480738,58021065940000.0,24954,574962,0.3883
2015-08-18,BHARTIARTL,EQ,390.2,394.1,395.7,384.25,385.05,385.55,388.22,1763071,68445894210000.0,27260,754370,0.4279
2015-08-19,BHARTIARTL,EQ,385.55,386.0,386.4,372.9,383.5,382.55,380.31,3975219,151182373725000.0,62660,2254602,0.5672
2015-08-20,BHARTIARTL,EQ,382.55,390.0,392.0,373.4,374.15,380.0,385.66,3997053,154149765645000.0,66334,2314579,0.5791
2015-08-21,BHARTIARTL,EQ,380.0,373.9,373.9,358.5,372.0,369.55,368.69,5941186,219045681305000.03,99105,3490982,0.5876
2015-08-24,BHARTIARTL,EQ,369.55,357.25,366.65,337.95,351.9,348.3,356.28,6690120,238356200435000.0,107319,3838133,0.5737
2015-08-25,BHARTIARTL,EQ,348.3,350.55,367.5,332.5,350.05,348.35,345.04,7956259,274524344730000.03,98927,5031906,0.6324000000000001
2015-08-26,BHARTIARTL,EQ,348.35,350.0,350.9,336.5,337.7,339.2,342.19,6868118,235019149130000.03,106487,4436515,0.6459999999999999
2015-08-27,BHARTIARTL,EQ,339.2,347.5,351.1,342.4,349.5,347.3,346.61,7701455,266943763675000.0,82571,5708755,0.7413
2015-08-28,BHARTIARTL,EQ,347.3,356.9,364.85,351.5,362.0,362.5,357.74,6139699,219642874075000.0,60206,4108750,0.6692
2015-08-31,BHARTIARTL,EQ,362.5,365.0,366.0,350.0,354.05,354.3,354.98,7544391,267810207735000.0,58026,4967060,0.6584000000000001
2015-09-01,BHARTIARTL,EQ,354.3,351.0,354.6,343.15,346.55,345.4,346.58,4019136,139296495530000.0,46630,2464413,0.6132
2015-09-02,BHARTIARTL,EQ,345.4,348.0,349.8,339.75,342.95,343.25,343.18,6335896,217432827110000.0,69959,4731444,0.7468000000000001
2015-09-03,BHARTIARTL,EQ,343.25,343.25,347.95,343.25,347.3,346.75,346.7,3312806,114856211840000.02,56473,2275371,0.6868000000000001
2015-09-04,BHARTIARTL,EQ,346.75,345.0,352.65,342.25,350.25,350.0,348.11,4781577,166453387230000.0,52083,3127408,0.6541
2015-09-07,BHARTIARTL,EQ,350.0,349.9,349.9,343.1,347.35,347.1,346.05,2612148,90392565740000.0,42306,1608387,0.6157
2015-09-08,BHARTIARTL,EQ,347.1,349.0,349.45,339.2,347.15,347.75,344.21,2784226,95835940090000.0,41574,1312951,0.47159999999999996
2015-09-09,BHARTIARTL,EQ,347.75,350.0,365.7,348.0,354.0,354.5,355.64,5744863,204310074750000.0,56293,2619655,0.456
2015-09-10,BHARTIARTL,EQ,354.5,352.5,352.5,346.0,351.5,350.45,349.66,3025672,105795949240000.0,39304,1605687,0.5307000000000001
2015-09-11,BHARTIARTL,EQ,350.45,351.8,353.95,346.3,347.5,348.7,350.39,3023220,105929309650000.0,59958,1857213,0.6143
2015-09-14,BHARTIARTL,EQ,348.7,349.9,355.0,346.15,354.0,354.15,351.75,2533452,89113633850000.0,25848,1416122,0.559
2015-09-15,BHARTIARTL,EQ,354.15,354.0,354.0,349.0,351.2,351.0,351.07,2128175,74713361380000.0,24215,1396626,0.6563
2015-09-16,BHARTIARTL,EQ,351.0,351.5,362.1,351.5,358.95,359.5,358.63,2680583,96134479180000.0,41874,1365221,0.5093
2015-09-18,BHARTIARTL,EQ,359.5,360.05,362.95,353.2,356.0,356.9,357.4,6113546,218499758344999.97,78089,4496233,0.7354999999999999
2015-09-21,BHARTIARTL,EQ,356.9,354.0,359.0,351.4,352.8,352.3,353.48,2516964,88968990345000.0,51990,1578115,0.627
2015-09-22,BHARTIARTL,EQ,352.3,355.0,355.0,340.3,340.3,343.8,344.87,4108336,141684823385000.0,74097,2701954,0.6577
2015-09-23,BHARTIARTL,EQ,343.8,340.0,343.0,336.25,338.0,337.9,340.07,3684193,125289259655000.0,50139,2504876,0.6799
2015-09-24,BHARTIARTL,EQ,337.9,337.9,338.6,332.05,332.25,332.95,334.42,8983265,300414741680000.0,79676,6207719,0.691
2015-09-28,BHARTIARTL,EQ,332.95,332.1,335.4,323.4,327.55,327.6,331.48,4772473,158196590200000.0,51139,3161370,0.6624
2015-09-29,BHARTIARTL,EQ,327.6,325.0,326.8,315.6,322.5,322.65,321.39,6422659,206416848720000.0,66501,4122511,0.6419
2015-09-30,BHARTIARTL,EQ,322.65,330.0,338.75,325.0,337.75,337.85,335.82,6535770,219486789665000.0,63595,4475980,0.6848000000000001
2015-10-01,BHARTIARTL,EQ,337.85,339.4,340.45,335.6,339.75,339.45,339.05,4590821,155653556385000.0,28365,3491694,0.7606
2015-10-05,BHARTIARTL,EQ,339.45,341.9,347.45,339.25,346.1,346.25,345.88,5380357,186094209710000.0,73281,4132356,0.768
2015-10-06,BHARTIARTL,EQ,346.25,349.0,350.6,345.6,348.5,348.85,348.79,4155550,144940437765000.0,41867,2848337,0.6854000000000001
